Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction
Associate Technical Engineer,"Noida, Uttar Pradesh",Full Time,Back Office Department,9 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0
Qa Manager,Pune,Full Time,"Investment Banking, Private Equity & VC Department",9 Jul 2023,4.0,3.0,4.0,2.0,4.0,2.0,2.0
Software Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,9 Jul 2023,5.0,5.0,5.0,3.0,4.0,4.0,3.0
Program Manager,Pune,Full Time,Banking Operations Department,9 Jul 2023,3.0,1.0,1.0,3.0,4.0,1.0,2.0
Accounts Receivable Executive,"Tiruchirappalli, Tamil Nadu",Full Time,Accounting & Taxation Department,9 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0
Senior Software Engineer,Hyderabad/Secunderabad,Full Time,Finance Department,9 Jul 2023,2.0,1.0,2.0,2.0,1.0,3.0,1.0
Software Engineer,Pune,Full Time,Software Development Department,9 Jul 2023,4.0,4.0,5.0,4.0,3.0,3.0,3.0
Senior Consultant,Pune,Full Time,IT Consulting Department,9 Jul 2023,4.0,4.0,4.0,3.0,4.0,3.0,3.0
Consultant,Pune,Full Time,Operations Support Department,8 Jul 2023,4.0,4.0,5.0,3.0,4.0,4.0,2.0
Software Engineering Lead,Bengaluru/Bangalore,Full Time,Software Development Department,8 Jul 2023,4.0,5.0,4.0,3.0,5.0,5.0,3.0
B2 Consultant (transmission,"Chennai, Tamil Nadu",Full Time,Telecom Department,8 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Senior Process Associate,"Noida, Uttar Pradesh",Full Time,Operations Department,3 Aug 2023,2.0,2.0,1.0,4.0,1.0,1.0,2.0
Team Manager,Pune,Full Time,IT Security Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,8 Jul 2023,4.0,4.0,4.0,4.0,4.0,5.0,4.0
Senior Software Developer,Bengaluru/Bangalore,Full Time,Business Intelligence & Analytics Department,8 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,"Navi Mumbai, Maharashtra",Full Time,Software Development Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Manager,Bengaluru/Bangalore,Full Time,Technology / IT Department,8 Jul 2023,4.0,4.0,5.0,3.0,5.0,4.0,3.0
Project Manager Testing,Mumbai,Full Time,Quality Assurance and Testing Department,8 Jul 2023,4.0,4.0,4.0,2.0,5.0,5.0,3.0
Senior Software Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Developer Department,8 Jul 2023,4.0,5.0,5.0,4.0,5.0,5.0,4.0
Associate Consultant,"Chennai, Tamil Nadu",Full Time,Software Development Department,7 Jul 2023,4.0,4.0,3.0,4.0,4.0,4.0,4.0
Technical Writer,Bengaluru/Bangalore,Full Time,Engineering & Manufacturing Department,7 Jul 2023,4.0,5.0,4.0,3.0,5.0,4.0,2.0
Sr Software Engineer,"Pune, Maharashtra",Full Time,Software Development Department,7 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Technical Support Analyst,"Noida, Uttar Pradesh",Full Time,Customer Success Department,7 Jul 2023,3.0,1.0,3.0,1.0,4.0,1.0,1.0
Software Engineer,Hyderabad,Full Time,Financial services  Department,7 Jul 2023,5.0,5.0,4.0,4.0,2.0,5.0,4.0
Cloud Engineer,Hyderabad/Secunderabad,Contractual,IT Infrastructure Services Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,Hyderabad/Secunderabad,Full Time,IT Support Department,7 Jul 2023,3.0,4.0,4.0,2.0,4.0,4.0,3.0
Software Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,General Insurance Department,7 Sep 2023,4.0,3.0,4.0,3.0,3.0,3.0,3.0
Process Associate A3,Trichy,Full Time,Accounting & Taxation Department,7 Jul 2023,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Pune,Full Time,Software Development Department,8 Jul 2023,4.0,5.0,5.0,3.0,4.0,5.0,3.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,7 Jul 2023,4.0,5.0,5.0,4.0,4.0,5.0,4.0
Senior Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,7 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Senior Consultant,Pune,Full Time,IT Consulting Department,7 Jul 2023,3.0,5.0,3.0,3.0,4.0,3.0,1.0
Senior Manager,Hyderabad/Secunderabad,Full Time,General Insurance Department,7 Jul 2023,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Consultant,Pune,Full Time,Software Development Department,7 Jul 2023,3.0,5.0,4.0,3.0,5.0,4.0,3.0
Associate Consultant,Navi Mumbai,Full Time,Software Development Department,7 Jul 2023,3.0,2.0,3.0,2.0,5.0,4.0,2.0
Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Software Development Department,7 Jul 2023,5.0,5.0,4.0,5.0,5.0,5.0,3.0
Human Resource,Bengaluru/Bangalore,Full Time,Other Department,7 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager,Hyderabad/Secunderabad,Full Time,Software Development Department,6 Jul 2023,1.0,1.0,3.0,1.0,3.0,1.0,1.0
Associate Consultant,Pune,Full Time,IT Security Department,6 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0
Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,6 Jul 2023,4.0,3.0,5.0,3.0,5.0,3.0,4.0
Associate Consultant,Hyderabad/Secunderabad,Full Time,Quality Assurance and Testing Department,6 Jul 2023,3.0,3.0,3.0,2.0,3.0,3.0,2.0
Manager,Hyderabad/Secunderabad,Full Time,Business Intelligence & Analytics Department,6 Jul 2023,4.0,5.0,5.0,4.0,3.0,5.0,3.0
Consultant,Navi Mumbai,Full Time,IT Security Department,6 Jul 2023,4.0,4.0,3.0,3.0,3.0,4.0,2.0
Senior Consultant,"Noida, Uttar Pradesh",Full Time,Engineering Department,6 Jul 2023,3.0,3.0,3.0,2.0,4.0,3.0,2.0
Sr It Recruiter,Hyderabad/Secunderabad,Full Time,Recruitment & Talent Acquisition Department,6 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,6 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Software Engineer,Pune,Full Time,"Informatica, I and D Department",6 Jul 2023,3.0,3.0,3.0,2.0,3.0,3.0,2.0
Senior Associate,Navi Mumbai,Full Time,"Investment Banking, Private Equity & VC Department",6 Jul 2023,5.0,4.0,4.0,3.0,5.0,4.0,3.0
Sap Bw Hana Consultant,Bengaluru/Bangalore,Full Time,Technology / IT Department,7 Jul 2023,3.0,3.0,3.0,2.0,3.0,3.0,1.0
Processing Executive,"Salem, Tamil Nadu",Full Time,SCM & Logistics Department,6 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Db2 Database Administrator,Chennai,Full Time,db2 Department,6 Jul 2023,1.0,1.0,4.0,2.0,1.0,1.0,1.0
Design Engineer Lead,Pune,Full Time,Engineering Department,6 Jul 2023,5.0,5.0,5.0,5.0,3.0,5.0,3.0
Process Leader,Chennai,Full Time,SCM & Logistics Department,6 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Bengaluru/Bangalore,Full Time,Marketing Department,6 Jul 2023,5.0,5.0,5.0,3.0,4.0,5.0,3.0
Network Security Consultant,"Navi Mumbai, Maharashtra",Full Time,IT Network Department,6 Jul 2023,5.0,5.0,3.0,3.0,5.0,5.0,2.0
Professional I-Software Engineer Lead,Gugaon,Full Time,Business Intelligence & Analytics Department,6 Jul 2023,5.0,4.0,4.0,4.0,5.0,5.0,2.0
Team Lead,Bengaluru/Bangalore,Full Time,Finance Department,5 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Pune,Full Time,IT Infrastructure Services Department,5 Jul 2023,5.0,5.0,4.0,5.0,4.0,4.0,3.0
Senior Associate,Whitefield,Full Time,Finance Department,5 Jul 2023,5.0,3.0,4.0,3.0,1.0,5.0,1.0
Senior Associate,"Tiruchirappalli, Tamil Nadu",Full Time,Finance Department,5 Jul 2023,5.0,5.0,4.0,2.0,5.0,5.0,3.0
Process Associate   (working remotely),,Full Time,Health Informatics Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cloud Engineer,Bengaluru/Bangalore,Full Time,Other Department,5 Jul 2023,3.0,3.0,4.0,4.0,4.0,5.0,2.0
Software Engineer,Bengaluru/Bangalore,Full Time,Business Intelligence & Analytics Department,5 Jul 2023,4.0,4.0,4.0,4.0,5.0,5.0,2.0
Senior Process Associate,Bengaluru/Bangalore,Full Time,Procurement & Purchase Department,5 Jul 2023,4.0,4.0,5.0,3.0,4.0,5.0,4.0
Senior Devops Engineer,Bengaluru/Bangalore,Full Time,DevOps Department,5 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Software Engineer,Pune,Full Time,Finance Department,5 Jul 2023,3.0,4.0,1.0,2.0,1.0,2.0,1.0
Associate Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Banking Operations Department,5 Jul 2023,3.0,2.0,2.0,2.0,2.0,2.0,2.0
Sap Sd Consultant,DTP Divya Sree Techno Park,Full Time,IT Network Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager,Bengaluru/Bangalore,Full Time,IT Consulting Department,5 Jul 2023,5.0,5.0,4.0,3.0,5.0,4.0,2.0
Senior Software Engineer,White Field,Full Time,Banking Operations Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Team Lead,Bengaluru/Bangalore,Full Time,Finance Department,5 Jul 2023,5.0,5.0,4.0,4.0,4.0,5.0,4.0
Sr.ux Analyst,Navi Mumbai,Full Time,Technology / IT Department,5 Jul 2023,3.0,2.0,3.0,3.0,4.0,3.0,2.0
Automation Engineer,Gothenburg,Full Time,Engineering Department,2 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sr.Analyst Software Developer,"Bangalore, Karnataka",Full Time,Software Development Department,4 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Associate,"Noida, Uttar Pradesh",Full Time,Life Insurance Department,5 Jul 2023,4.0,4.0,4.0,2.0,4.0,4.0,4.0
Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,5 Jul 2023,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Associate Consultant,"Mumbai, Maharashtra",Full Time,IT Security Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Analyst / Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager,Bengaluru/Bangalore,Full Time,Digital Marketing Department,4 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Pune,Full Time,Software Development Department,4 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate Consultant,Navi Mumbai,Full Time,Software Development Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0
Senior Consultant C1,"Noida, Uttar Pradesh",Full Time,IT Security Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0
Lead,Hinjewadi,Full Time,Other Department,4 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Senior Analyst,Hyderabad/Secunderabad,Full Time,IT Infrastructure Services Department,4 Jul 2023,3.0,3.0,4.0,2.0,4.0,4.0,3.0
Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Business Intelligence & Analytics Department,4 Jul 2023,3.0,3.0,3.0,3.0,3.0,2.0,2.0
Consultant,Navi Mumbai,Full Time,IT Infrastructure Services Department,4 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Senior Analyst,"Kolkata, West Bengal",Full Time,Software Development Department,4 Jul 2023,3.0,3.0,4.0,1.0,4.0,4.0,1.0
Software Engineer,"Noida, Uttar Pradesh",Full Time,General Insurance Department,4 Jul 2023,3.0,3.0,4.0,3.0,3.0,3.0,2.0
Internal Audit And Process Excellence Manager,Chennai,Full Time,Business Process Quality Department,4 Jul 2023,4.0,4.0,2.0,2.0,3.0,4.0,3.0
Senior Software Developer   (working remotely),,Full Time,Software Development Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Associate,Bengaluru/Bangalore,Full Time,Finance Department,4 Jul 2023,3.0,4.0,2.0,1.0,2.0,5.0,1.0
Test Manager,Bengaluru/Bangalore,Full Time,Quality Assurance and Testing Department,4 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Test Analyst,"Bengaluru/Bangalore, Karnataka",Full Time,Quality Assurance and Testing Department,4 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Technical Architect,Bengaluru/Bangalore,Full Time,Aviation Engineering Department,4 Jul 2023,3.0,3.0,4.0,1.0,3.0,3.0,2.0
Test Lead,Bengaluru/Bangalore,Full Time,Other Department,5 Jul 2023,2.0,3.0,2.0,2.0,2.0,2.0,2.0
Pmo Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,Operations Support Department,4 Jul 2023,4.0,4.0,4.0,4.0,5.0,4.0,4.0
Consultant,Hyderabad/Secunderabad,Full Time,Quality Assurance and Testing Department,4 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ar Associate,"NSEZ , Noida",Full Time,Accounting & Taxation Department,4 Jul 2023,5.0,5.0,4.0,3.0,5.0,5.0,1.0
SAP Certified CPI Integration Developer (Serving Notice Period),"Noida, Uttar Pradesh",Full Time,IT Infrastructure Services Department,4 Jul 2023,3.0,4.0,4.0,2.0,4.0,4.0,2.0
Consultant,Bengaluru/Bangalore,Full Time,IT Consulting Department,4 Jul 2023,5.0,5.0,4.0,3.0,5.0,5.0,3.0
Senior Software Engineer,"Chennai, Tamil Nadu",Full Time,Quality Assurance and Testing Department,4 Jul 2023,4.0,5.0,3.0,3.0,5.0,5.0,2.0
Manager,Bengaluru/Bangalore,Full Time,IT Infrastructure Services Department,4 Jul 2023,4.0,5.0,5.0,4.0,4.0,4.0,3.0
Software Engineer,"Bangalore Rural, Karnataka",Full Time,Banking Operations Department,4 Jul 2023,4.0,4.0,4.0,4.0,4.0,5.0,4.0
Process Associate,Trichy,Full Time,Non Voice Department,4 Jul 2023,4.0,4.0,4.0,3.0,5.0,4.0,3.0
Professional 1,Bengaluru/Bangalore,Full Time,Software Development Department,4 Jul 2023,4.0,4.0,3.0,3.0,4.0,4.0,2.0
Test Lead Professional 2,"Bengaluru/Bangalore, Karnataka",Full Time,Quality Assurance and Testing Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0
Sap Sd Functional Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,6 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Sap Mm Functional Consultant,Bengaluru/Bangalore,Full Time,Technology / IT Department,4 Jul 2023,4.0,3.0,4.0,4.0,4.0,3.0,4.0
Senior Consultant,"Bengaluru/Bangalore, Karnataka",Full Time,Engineering Department,4 Jul 2023,4.0,4.0,5.0,4.0,5.0,4.0,4.0
Gcp Data Engineer,"Chennai, Tamil Nadu",Full Time,DBA / Data warehousing Department,0 Jul 2023,5.0,5.0,5.0,5.0,5.0,4.0,5.0
Sales Operations Manager,Bengaluru/Bangalore,Full Time,"BFSI, Investments & Trading Department",4 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Production Support Lead And Incident Management (ITIL Certified V4),"Navi Mumbai, Maharashtra",Full Time,IT Support Department,4 Jul 2023,5.0,5.0,4.0,3.0,5.0,5.0,3.0
Senior Consultant -Data,Bengaluru/Bangalore,Full Time,Other Department,4 Jul 2023,4.0,4.0,4.0,3.0,4.0,5.0,3.0
Senior Consultant,Pune,Full Time,IT Security Department,4 Jul 2023,4.0,4.0,4.0,3.0,4.0,2.0,2.0
Senior Help Desk Associate,Bengaluru/Bangalore,Full Time,IT Support Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Lead,"Noida, Uttar Pradesh",Full Time,Back Office Department,4 Jul 2023,4.0,4.0,3.0,2.0,4.0,4.0,2.0
Analyst,Bengaluru/Bangalore,Full Time,Finance Department,4 Jul 2023,4.0,3.0,4.0,4.0,2.0,4.0,3.0
Team Manager,"Mumbai Suburban, Maharashtra",Full Time,Sales Support & Operations Department,4 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
"Associate-I, Software Engineer","Gandhinagar, Gujarat",Full Time,Data Engineering Department,4 Jul 2023,4.0,5.0,4.0,1.0,1.0,1.0,1.0
Manager-delivery Excellence,"Hyderabad/Secunderabad, Telangana",Full Time,Audit & Control Department,4 Jul 2023,5.0,4.0,4.0,4.0,5.0,5.0,4.0
Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,4 Jul 2023,5.0,4.0,4.0,3.0,5.0,5.0,3.0
Data Scientist,"Bengaluru/Bangalore, Karnataka",Full Time,Data Science & Machine Learning Department,4 Jul 2023,3.0,4.0,4.0,2.0,3.0,4.0,2.0
Associate Consultant,Gachibowli,Full Time,IT Network Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Automation Test Lead,"Airoli, Mumbai",Full Time,Quality Assurance and Testing Department,4 Jul 2023,2.0,3.0,2.0,1.0,3.0,1.0,1.0
Sap Concur Consultant,Pan India,Full Time,Software Development Department,4 Jul 2023,1.0,3.0,1.0,3.0,1.0,1.0,1.0
Business Analyst,Pune,Full Time,Quality Assurance and Testing Department,4 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Senior Consultant C1,Bengaluru/Bangalore,Full Time,IT Network Department,4 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0
Sdet Automation Test Engineer,Pune,Full Time,Quality Assurance and Testing Department,4 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Pune,Full Time,Software Development Department,3 Jul 2023,4.0,4.0,3.0,3.0,4.0,4.0,4.0
Senior Software Engineer,Pune,Full Time,Software Development Department,3 Jul 2023,4.0,5.0,4.0,3.0,3.0,4.0,3.0
Master Data Management Analyst,Chennai,Full Time,Back Office Department,4 Jul 2023,4.0,4.0,5.0,4.0,5.0,5.0,4.0
Data Analyst 1,"Hyderabad/Secunderabad, Telangana",Full Time,Software Development Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,"Noida, Uttar Pradesh",Full Time,"BFSI, Investments & Trading Department",3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,1.0
Senior Software Engineer,"Kolkata, West Bengal",Full Time,Software Development Department,3 Jul 2023,4.0,4.0,3.0,2.0,4.0,5.0,2.0
Consultant,"Kolkata, West Bengal",Full Time,Business Intelligence & Analytics Department,3 Jul 2023,3.0,4.0,2.0,2.0,3.0,1.0,1.0
Software Developer,Gachibowli,Full Time,Software Development Department,4 Jul 2023,5.0,4.0,4.0,4.0,5.0,5.0,3.0
Associate Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,IT Consulting Department,3 Jul 2023,1.0,3.0,3.0,2.0,1.0,2.0,2.0
Manager,Chennai,Full Time,Software Development Department,3 Jul 2023,1.0,2.0,2.0,2.0,1.0,1.0,2.0
Consultant,Hyderabad/Secunderabad,Full Time,Finance Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Developer,"Mumbai, Maharashtra",Full Time,Software Development Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Business Analyst,Navi Mumbai,Full Time,Banking Operations Department,3 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Bengaluru/Bangalore,Full Time,Banking Operations Department,3 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Network Administrator,"Noida, Uttar Pradesh",Full Time,IT Network Department,3 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Oracle Apps Dba Consultant   (working remotely),,Contractual,DBA / Data warehousing Department,3 Jul 2023,2.0,3.0,2.0,1.0,1.0,1.0,1.0
Software Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,3 Jul 2023,5.0,5.0,3.0,3.0,5.0,5.0,2.0
Operations Manager,"Noida, Uttar Pradesh",Full Time,Finance & Accounting Department,3 Jul 2023,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Hr Executive,"Kolkata, West Bengal",Full Time,HR Operations Department,3 Jul 2023,2.0,2.0,5.0,2.0,5.0,1.0,1.0
Senior Consultant,Bengaluru/Bangalore,Full Time,Engineering Department,3 Jul 2023,3.0,4.0,4.0,1.0,4.0,3.0,2.0
Senior Associate,"Chennai, Tamil Nadu",Contractual,Finance Department,3 Jul 2023,2.0,1.0,3.0,2.0,1.0,1.0,2.0
Associate Analyst,"Noida, Uttar Pradesh",Full Time,Software Development Department,3 Jul 2023,4.0,3.0,5.0,3.0,4.0,3.0,4.0
Team Lead   (working remotely),,Full Time,Engineering Department,2 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Senior Consultant,"Pune, Maharashtra",Full Time,"Investment Banking, Private Equity & VC Department",2 Jul 2023,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,2 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Hyderabad/Secunderabad,Full Time,DBA / Data warehousing Department,2 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Lte, 5G,gNodeB Modem Testing",Chennai,Full Time,IT Network Department,2 Jul 2023,2.0,4.0,2.0,4.0,3.0,4.0,1.0
Senior Associate,"Tiruchirappalli, Tamil Nadu",Full Time,Banking Operations Department,2 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0
Consultant B2,Whitefield,Full Time,General Insurance Department,2 Jul 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Process Associate,Karappakkam,Full Time,Back Office Department,2 Jul 2023,5.0,4.0,3.0,4.0,3.0,5.0,4.0
Associate Consultant,Navi Mumbai,Full Time,Banking Operations Department,2 Jul 2023,5.0,5.0,4.0,4.0,5.0,5.0,3.0
B2 Consultant,Mumbai,Full Time,Software Development Department,2 Aug 2023,4.0,5.0,4.0,4.0,4.0,4.0,3.0
Senior Analyst,"Chennai, Tamil Nadu",Full Time,IT Support Department,1 Jul 2023,4.0,4.0,5.0,3.0,4.0,5.0,3.0
Software Associates,Bengaluru/Bangalore,Full Time,Software Development Department,1 Jul 2023,3.0,2.0,3.0,4.0,4.0,4.0,2.0
Process Associate,Bengaluru/Bangalore,Full Time,Banking Operations Department,1 Jul 2023,4.0,3.0,4.0,3.0,2.0,4.0,2.0
Senior Software Engineer,Bengaluru/Bangalore,Full Time,SAP Department,1 Jul 2023,5.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Associate,"Salem, Tamil Nadu",Full Time,Operations Support Department,1 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Mainframe Developer,Bengaluru/Bangalore,Full Time,Software Development Department,9 Jul 2023,4.0,3.0,4.0,3.0,4.0,4.0,3.0
Consultant,Navi Mumbai,Full Time,Software Development Department,1 Jul 2023,3.0,4.0,4.0,2.0,4.0,3.0,2.0
Associate Software Engineer,"Bengaluru/Bangalore, Karnataka",Full Time,Software Development Department,6 Aug 2023,5.0,5.0,4.0,3.0,4.0,5.0,3.0
Kyc Analyst,Bengaluru/Bangalore,Full Time,Banking Operations Department,1 Jul 2023,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Bengaluru/Bangalore,Full Time,Software Development Department,1 Jul 2023,4.0,4.0,3.0,2.0,4.0,2.0,2.0
Analyst,Pune,Intern,Finance Department,1 Jul 2023,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Associate Consultant,Bengaluru/Bangalore,Full Time,Quality Assurance and Testing Department,1 Jul 2023,5.0,4.0,4.0,5.0,5.0,5.0,5.0
Data Scientist,Hyderabad/Secunderabad,Full Time,Data Science & Machine Learning Department,7 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Bengaluru/Bangalore,Full Time,IT Consulting Department,0 Jun 2023,4.0,4.0,4.0,3.0,4.0,5.0,3.0
Associate Consultant,"Mumbai, Maharashtra",Full Time,IT Consulting Department,0 Jun 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,"Bengaluru/Bangalore, Karnataka",Full Time,Software Development Department,0 Jun 2023,4.0,4.0,5.0,4.0,4.0,4.0,4.0
Associate Software Engineer,"Hyderabad/Secunderabad, Telangana",Contractual,Banking Operations Department,1 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Business Consultant,"Hyderabad/Secunderabad, Telangana",Full Time,"Investment Banking, Private Equity & VC Department",9 Jun 2023,3.0,4.0,4.0,2.0,3.0,1.0,2.0
Project Manager,Bengaluru/Bangalore,Full Time,Technology / IT Department,9 Jun 2023,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Senior Software Engineer,Bengaluru/Bangalore,Contractual,Telecom Department,9 Jun 2023,4.0,4.0,4.0,4.0,3.0,5.0,4.0
Associate Consultant,Mumbai,Full Time,IT Security Department,9 Jun 2023,5.0,4.0,5.0,5.0,5.0,5.0,3.0
"Payments Architect, Lead Business Analyst, ISO 20022, CBPR+, Agile",Pune,Full Time,Banking Operations Department,9 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Informatica Administrator,Bengaluru/Bangalore,Full Time,"BFSI, Investments & Trading Department",9 Jun 2023,5.0,4.0,5.0,5.0,5.0,5.0,4.0
Process Associate   (working remotely),,Full Time,Back Office Department,0 Jul 2023,5.0,5.0,5.0,3.0,4.0,5.0,4.0
Software Engineer,Navi Mumbai,Full Time,Lending Department,9 Jun 2023,2.0,3.0,3.0,1.0,1.0,2.0,1.0
Senior Consultant,"Gurgaon/Gurugram, Haryana",Full Time,Technology / IT Department,9 Jun 2023,3.0,4.0,3.0,1.0,4.0,3.0,1.0
Senior Consultant C1,"Kolkata, West Bengal",Full Time,Software Development Department,9 Jun 2023,4.0,4.0,4.0,4.0,4.0,3.0,2.0
